sa2_code,indicator_key,raw_value,score,rating,reference_period,start_year,end_year,quality_status,quality_note,coverage_fraction,method_id
209041432,transport_access,3.3983228903050575,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209041432,green_space_per_resident,57.83101850574892,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041433,rent_weekly,381,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041433,population_growth,2.732632249840663,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041433,transport_access,2.394113862548823,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209041433,green_space_per_resident,56.66188294768689,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041435,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041435,population_growth,2.449389584299181,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041435,transport_access,2.4426023520616953,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999831,ptal-area-weighted-mean-v1
209041435,green_space_per_resident,411.79912874948616,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041436,rent_weekly,380,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041436,population_growth,1.5401369010578718,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041436,transport_access,3.5942867072204314,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209041436,green_space_per_resident,136.54488900926523,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041437,rent_weekly,391,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041437,population_growth,74.7699642431466,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041437,transport_access,0.3039251830921222,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999981,ptal-area-weighted-mean-v1
209041437,green_space_per_resident,17.03812201914798,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041527,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041527,population_growth,5.894246676061516,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041527,transport_access,2.159156838090049,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209041527,green_space_per_resident,61.458139221052726,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041528,rent_weekly,386,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041528,population_growth,17.85538127651179,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041528,transport_access,2.6053038148748677,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999553,ptal-area-weighted-mean-v1
